No,Liquidez,Nivel_Endeudamiento,Razón-Cobertura_de_intereses,Rentabilidad del Patrimonio,Rentabilidad del Activo,Capital_de_Trabajo,%K
245,2.174288956,0.48641824,10,101%,0.519950878," 19,801,855,000.00 ",66.00618333
246,2.641974992,0.378504718,10,29%,0.183271106," 1,282,059,000.00 ",4.27353
247,4.217956669,0.236886464,10,51%,0.391559247," 1,841,923,000.00 ",6.139743333
248,0.983684565,0.869216912,5.653028449,403%,0.527451298," (484,583,000.00)",-1.615276667
249,1.058939635,0.254325728,18.42424767,17%,0.130084592," 49,032,000.00 ",0.16344
250,2.738568872,0.557031528,3.008216156,81%,0.360211217," 34,148,024,000.00 ",113.8267467
251,1.945275552,0.591892605,4.810760696,47%,0.192430162," 17,774,106,000.00 ",59.24702
252,6.260274897,0.840163007,17.31002076,24%,0.037637776," 779,578,000.00 ",2.598593333
253,2.028374281,0.48600482,10.67291702,73%,0.375699974," 582,283,000.00 ",1.940943333
254,1.972789614,0.526024678,12.86635325,115%,0.543284838," 9,899,111,000.00 ",32.99703667
255,2.562811631,0.522093544,8.224110108,105%,0.502766364," 9,567,575,000.00 ",31.89191667
256,1.589667341,0.538995402,10,61%,0.279472184," 1,712,871,000.00 ",5.70957
257,2.218234027,0.510342161,7.870503597,43%,0.211482699," 1,697,000,000.00 ",5.656666667
258,1.891990887,0.483164954,3.004849588,63%,0.323255201," 2,476,668,000.00 ",8.25556
259,10.68949606,0.554963732,19.11681164,120%,0.533112726," 3,185,635,000.00 ",10.61878333
260,1.899785925,0.859573908,2.878769819,143%,0.201202748," 1,438,315,000.00 ",4.794383333
261,2.25293703,0.411516303,6.677978747,76%,0.447433851," 13,075,503,000.00 ",43.58501
262,18.92592104,0.052809541,10,8%,0.073392309," 6,928,727,000.00 ",23.09575667
263,4.456030499,0.4304304,15.85324568,84%,0.47616764," 3,341,470,000.00 ",11.13823333
264,4.245135944,0.228073797,10,63%,0.486086282," 1,870,068,000.00 ",6.23356
265,1.464361877,0.540621745,16.20643612,57%,0.261995295," 2,728,387,000.00 ",9.094623333
266,0.127451464,0.929206056,3.969468631,59%,0.041558728," (2,774,871,000.00)",-9.24957
267,1.913856868,0.435326197,11.45941111,43%,0.244358186," 747,969,000.00 ",2.49323
268,0.904713005,0.643076211,4.268890406,84%,0.300401274," (128,424,000.00)",-0.42808
269,1.824560597,0.550314541,8.755736915,84%,0.377518602," 13,508,613,000.00 ",45.02871
270,0.795517736,0.911001251,10,116%,0.103236532," (927,023,000.00)",-3.090076667
271,1.4254324,0.828428055,14.06896142,273%,0.467955361," 869,928,000.00 ",2.89976
272,3.542007528,0.275128447,10,83%,0.599918992," 1,016,409,000.00 ",3.38803
273,0.346085462,0.622310441,10,21%,0.07897163," (2,217,366,000.00)",-7.39122
274,3.320457069,0.299928441,6.12717093,77%,0.536951972," 4,146,137,000.00 ",13.82045667
275,1.222965987,0.771434453,1.910984975,151%,0.344697186," 1,767,970,000.00 ",5.893233333
276,2.48453279,0.285211529,10,16%,0.113917558," 2,631,082,000.00 ",8.770273333
277,4.155213353,0.054976765,9.210972851,0%,0.001095653," 1,265,026,000.00 ",4.216753333
278,3.96033303,0.246834958,10,32%,0.241369155," 6,046,720,000.00 ",20.15573333
279,9.692520461,0.08968721,51.66181616,7%,0.067046411," 8,736,522,000.00 ",29.12174
280,1.527168079,0.606154149,31.36891723,156%,0.614900367," 1,058,243,000.00 ",3.527476667
281,3.559921268,0.280635436,18.03792338,34%,0.244968165," 1,096,381,000.00 ",3.654603333
282,3.399102663,0.203916627,10,46%,0.368226159," 3,544,631,000.00 ",11.81543667
283,1.954168292,0.513184692,7.849804295,65%,0.316975968," 4,152,882,000.00 ",13.84294
284,4.435470557,0.597535964,10,51%,0.20604496," 3,200,371,000.00 ",10.66790333
285,1.848436875,0.402103904,10,46%,0.277268723," 2,622,834,000.00 ",8.74278
286,1.846717837,0.538253763,35.49097646,100%,0.463062866," 5,241,379,000.00 ",17.47126333
287,1.314828998,0.559434416,10,90%,0.398139615," 147,158,000.00 ",0.490526667
288,2.513494102,0.359630894,10,103%,0.662079548," 1,205,380,000.00 ",4.017933333
289,2.194219343,0.439243935,6.703891956,105%,0.588406459," 47,624,678,000.00 ",158.7489267
290,1.001514902,0.523279948,67.22582858,205%,0.978449898," 2,064,000.00 ",0.00688
291,3.098696462,0.243129219,41.4379316,47%,0.352404849," 1,060,507,000.00 ",3.535023333
292,1.920633302,0.462011073,10,119%,0.639950109," 5,371,261,000.00 ",17.90420333
293,3.296227466,0.267946259,6.341266099,21%,0.152337591," 4,556,806,000.00 ",15.18935333
294,1.924344114,0.470757954,10,99%,0.523171707," 3,871,045,000.00 ",12.90348333
295,3.904176291,0.365869363,60.00904128,109%,0.690643297," 7,881,827,000.00 ",26.27275667
296,1.489069583,0.297004158,15.17099446,23%,0.164265468," 671,181,000.00 ",2.23727
297,4.239964189,0.352113368,16.81699828,69%,0.447333492," 3,387,321,000.00 ",11.29107
298,3.375800134,0.149650345,10,29%,0.246476936," 325,133,000.00 ",1.083776667
299,4.5517376,0.192076293,51.29383067,66%,0.532694376," 2,356,379,000.00 ",7.854596667
300,2.585303486,0.23462233,79.17158466,43%,0.328022982," 11,826,494,000.00 ",39.42164667
301,1.367572487,0.731215298,8.755282943,227%,0.610557736," 3,530,558,000.00 ",11.76852667
302,2.877758897,0.315715582,10,44%,0.300426712," 2,348,222,000.00 ",7.827406667
303,2.99876481,0.284141054,10,93%,0.669188882," 6,338,429,000.00 ",21.12809667
304,2.088275005,0.446654443,10,120%,0.664791832," 10,090,759,000.00 ",33.63586333
305,3.679377379,0.276699794,25.46550207,89%,0.643917906," 1,136,265,000.00 ",3.78755
306,6.865758293,0.225263089,15.77064179,45%,0.346605001," 2,644,102,000.00 ",8.813673333
307,1.022827541,0.436423717,16.83247514,92%,0.518892207," 29,938,000.00 ",0.099793333
308,1.46626262,0.60726893,70.75462646,33%,0.129406913," 225,873,000.00 ",0.75291
309,0.338816601,0.676166765,10,46%,0.150499639," (249,243,000.00)",-0.83081
310,3.093852341,0.268050369,10,10%,0.075383284," 992,932,000.00 ",3.309773333
311,2.22176734,0.486772767,6.449331916,122%,0.626038234," 4,205,223,000.00 ",14.01741
312,1.596846061,0.660818284,7.861226507,148%,0.500406558," 1,669,271,000.00 ",5.564236667
313,2.385903344,0.396434703,7.905167894,58%,0.350037183," 24,133,317,000.00 ",80.44439
314,7.428592959,0.221432853,10,51%,0.393268022," 3,753,514,000.00 ",12.51171333
315,30.45878365,0.025585066,10,11%,0.107660693," 3,050,133,000.00 ",10.16711
316,2.132199061,0.20047736,31.82122209,16%,0.12959722," 1,134,057,000.00 ",3.78019
317,1.36835055,0.69523618,10,98%,0.299081337," 17,267,985,000.00 ",57.55995
318,0.248528068,0.466562382,3.432063987,27%,0.142511721," (630,893,000.00)",-2.102976667
319,1.6899224,0.50013398,8.742411397,67%,0.335595637," 1,134,467,000.00 ",3.781556667
320,2.161594231,0.36953965,5.014782099,34%,0.212665135," 4,055,956,000.00 ",13.51985333
321,2.66370902,0.534607245,9.152314318,79%,0.367106042," 3,409,755,000.00 ",11.36585
322,1.655318892,0.750729852,58.19813681,211%,0.526096986," 1,365,602,000.00 ",4.552006667
323,1.875984303,0.402363707,9.48544141,43%,0.257995556," 5,758,225,000.00 ",19.19408333
324,2.637826031,0.377337501,10,34%,0.212939629," 2,358,232,000.00 ",7.860773333
325,4.344536944,0.411248097,35.94544677,83%,0.486591624," 10,745,539,000.00 ",35.81846333
326,1.470732558,0.672845537,10,61%,0.19905947," 2,692,602,000.00 ",8.97534
327,3.060237733,0.308340433,6.752454653,75%,0.515569211," 6,361,326,000.00 ",21.20442
328,4.454771923,0.218250351,13.68015235,86%,0.672811797," 990,186,000.00 ",3.30062
329,1.931638862,0.468865033,10,109%,0.579810003," 790,408,000.00 ",2.634693333
330,1.16880256,0.543785909,3.750861997,74%,0.336748109," 2,137,271,000.00 ",7.124236667
331,2.350211823,0.501263186,10.0249215,83%,0.415071182," 11,240,986,000.00 ",37.46995333
332,1.978759222,0.34101444,10,33%,0.217422307," 1,662,816,000.00 ",5.54272
333,3.739679188,0.266472885,10,22%,0.160049615," 1,554,420,000.00 ",5.1814
334,3.142946975,0.30855734,11.83113078,56%,0.383939343," 3,775,909,000.00 ",12.58636333
335,4.457021161,0.223064649,23.29900042,37%,0.289213104," 1,777,462,000.00 ",5.924873333
336,2.015128691,0.488311732,10,100%,0.513757313," 3,079,669,000.00 ",10.26556333
337,1.140184796,0.243375462,10,42%,0.31405389," 145,862,000.00 ",0.486206667
338,4.365427456,0.23665629,10,1%,0.005817727," 164,667,000.00 ",0.54889
339,2.1339182,0.450124749,8.483574895,88%,0.482353226," 2,463,782,000.00 ",8.212606667
340,0.610918983,0.53135914,9.214188789,84%,0.391527656," (807,682,000.00)",-2.692273333
341,3.262712333,0.28091589,35.83844112,75%,0.53580305," 3,396,071,000.00 ",11.32023667
342,2.027580366,0.535188865,21.47204824,71%,0.331330022," 6,782,462,000.00 ",22.60820667
343,1.345632153,0.776598861,3.843623206,140%,0.313275753," 482,442,000.00 ",1.60814
344,4.995811681,0.653163186,6.560269151,224%,0.777249638," 2,623,602,000.00 ",8.74534
345,3.103144105,0.280484907,15.03883347,72%,0.516323737," 15,598,065,000.00 ",51.99355
346,2.354796028,0.463908199,0,0%,0," 249,842,000.00 ",0.832806667
347,2.262392466,0.411284471,10,76%,0.44758826," 1,145,630,000.00 ",3.818766667
348,1.83456624,0.750269346,2.545525811,139%,0.34610288," 942,484,000.00 ",3.141613333
349,0.790279691,0.968635355,10,848%,0.265861544," (554,835,000.00)",-1.84945
350,3.489563121,0.533541538,8.330749901,68%,0.318276657," 5,243,600,000.00 ",17.47866667
351,1.380617369,0.671072029,9.06624651,66%,0.217809," 1,890,681,000.00 ",6.30227
352,1.68972982,0.615912649,15.86677641,146%,0.561494344," 9,676,021,000.00 ",32.25340333
353,1.264295033,0.94051042,3.205863741,797%,0.473887603," 1,101,652,000.00 ",3.672173333
354,0.960481171,0.682626086,9.790964246,104%,0.329507103," (129,822,000.00)",-0.43274
355,1.632312124,0.406234916,10,58%,0.346743691," 758,846,000.00 ",2.529486667
356,2.000325307,0.732277457,10,142%,0.379809064," 5,759,515,000.00 ",19.19838333
357,5.086111577,0.132339747,5.703869112,66%,0.572797623," 1,608,269,000.00 ",5.360896667
358,6.503512242,0.081731168,6.630809468,34%,0.312272168," 1,171,296,000.00 ",3.90432
359,5.574837929,0.098368189,6.36705697,42%,0.376773519," 1,364,084,000.00 ",4.546946667
360,9.642344953,0.392284434,10,77%,0.465554077," 2,362,264,000.00 ",7.874213333
361,3.020343299,0.267324553,31.154549,95%,0.697417468," 1,367,930,000.00 ",4.559766667
362,4.950527209,0.597289514,13.29999552,49%,0.19767226," 2,326,663,000.00 ",7.755543333
363,5.166257445,0.226587157,35.77183494,24%,0.183724072," 2,180,415,000.00 ",7.26805
364,2.068370424,0.389816723,10,68%,0.415147596," 4,664,001,000.00 ",15.54667
365,1.807488949,0.673420425,19.50216115,116%,0.379855582," 987,194,000.00 ",3.290646667
366,5.462359937,0.605565808,2.975282943,99%,0.391023725," 2,002,783,000.00 ",6.675943333
367,3.767673826,0.125566141,774.0129184,21%,0.183236931," 1,396,809,000.00 ",4.65603
368,0.757040843,0.700543372,26.5086974,216%,0.645427029," (5,589,134,000.00)",-18.63044667
369,1.891088331,0.559260292,108.1819633,207%,0.911306467," 861,604,000.00 ",2.872013333
370,4.053718004,0.607661024,37.4259076,101%,0.397311592," 867,204,000.00 ",2.89068
371,1.563085717,0.6685196,9.527524414,162%,0.536584513," 6,815,576,000.00 ",22.71858667
372,2.070243143,0.478566476,10,85%,0.442228593," 4,409,177,000.00 ",14.69725667
373,7.271286112,0.559350438,12.27702649,69%,0.304637274," 4,749,916,000.00 ",15.83305333
374,1.411173461,0.532203244,10,93%,0.434991523," 2,657,794,000.00 ",8.859313333
375,2.832054485,0.326337757,35.52044701,122%,0.82239903," 2,001,078,000.00 ",6.67026
376,1.831896953,0.421011497,10,61%,0.353139963," 599,143,000.00 ",1.997143333
377,1.067008864,0.838653186,1.247293179,155%,0.249942065," 933,641,000.00 ",3.112136667
378,2.892147835,0.473374002,18.84317214,105%,0.554005579," 10,514,043,000.00 ",35.04681
379,1.07633995,0.697565499,17.11620214,449%,1.356936031," 103,745,000.00 ",0.345816667
380,1.213485477,0.762603772,14.39553003,203%,0.481120714," 3,225,418,000.00 ",10.75139333
381,1.167404917,0.855978935,10,470%,0.676811814," 346,601,000.00 ",1.155336667
382,1.414261812,0.964467518,4.146996851,794%,0.282216928," 1,848,285,000.00 ",6.16095
383,3.429481138,0.398276281,46.58587431,77%,0.464338569," 1,229,626,000.00 ",4.098753333
384,1.004311521,0.834992959,10,41%,0.068289299," 42,670,000.00 ",0.142233333
385,1.336295383,0.733462921,10,136%,0.361261977," 8,340,825,000.00 ",27.80275
386,2.731090384,0.473042202,10,74%,0.39230493," 743,853,000.00 ",2.47951
387,1.241583585,0.757886053,10,134%,0.323567834," 563,263,000.00 ",1.877543333
388,20.68569786,0.903970308,5.942352022,40%,0.03828611," 37,021,199,000.00 ",123.4039967
389,2.104015917,0.624315215,3.413711955,108%,0.40420281," 3,028,107,000.00 ",10.09369
390,1.379318133,0.698178505,2.972638714,82%,0.246920354," 11,225,314,000.00 ",37.41771333
391,1.784961206,0.497271065,10,60%,0.300387179," 1,533,052,000.00 ",5.110173333
392,9.886508343,0.12752465,10,26%,0.231166617," 6,742,576,000.00 ",22.47525333
393,15.8543996,0.656918886,32.81633971,118%,0.404330004," 235,160,000.00 ",0.783866667
394,22.1348858,0.775926803,4.21746581,126%,0.283242907," 5,528,083,000.00 ",18.42694333
395,1.818772817,0.473865855,10,27%,0.141521224," 799,756,000.00 ",2.665853333
396,1.842575377,0.734498982,13.02608001,267%,0.707925756," 1,038,202,000.00 ",3.460673333
397,1.810796863,0.440418465,12.3542205,83%,0.466084846," 685,022,000.00 ",2.283406667
398,2.055269179,0.495435448,83.97137872,140%,0.70737207," 4,054,818,000.00 ",13.51606
399,1.367789075,0.664720893,7.259727811,103%,0.345902006," 1,032,100,000.00 ",3.440333333
400,1.750549512,0.489795464,10,142%,0.726275653," 1,827,161,000.00 ",6.090536667
401,2.031989936,0.471041128,3.462119456,66%,0.350596978," 2,815,509,000.00 ",9.38503
402,1.89938147,0.50205753,44.71467384,60%,0.298527817," 7,069,946,000.00 ",23.56648667
403,4.077228441,0.225239878,10,68%,0.530619519," 890,673,000.00 ",2.96891
404,2.042639158,0.459952493,5.346876656,54%,0.290879281," 466,556,000.00 ",1.555186667
405,2.477599435,0.362946965,7.823959836,53%,0.338394942," 9,487,895,000.00 ",31.62631667
406,19.58497053,0.616273356,10,26%,0.099527881," 4,659,884,000.00 ",15.53294667
407,3.067869091,0.715237361,10,67%,0.191408721," 1,597,189,000.00 ",5.323963333
408,2.942426339,0.708837524,2.952471121,69%,0.201352297," 12,364,544,000.00 ",41.21514667
409,3.762773568,0.375354323,10,68%,0.426767762," 6,055,262,000.00 ",20.18420667
410,2.385969652,0.43994649,21.55992753,75%,0.41968806," 1,164,640,000.00 ",3.882133333
411,1.444251737,0.446403677,12.37933243,76%,0.419534846," 411,115,000.00 ",1.370383333
412,3.555543041,0.275477274,10,55%,0.395393235," 2,200,918,000.00 ",7.336393333
413,2.211111336,0.455134944,12.57239914,70%,0.38116542," 5,571,467,000.00 ",18.57155667
414,1.269211037,0.770600514,13.46475298,10%,0.022265271," 1,008,555,000.00 ",3.36185
415,3.01145641,0.524829512,28.63211536,104%,0.492864919," 10,270,597,000.00 ",34.23532333
416,1.353417381,0.553507769,3.976245552,49%,0.21829283," 542,079,000.00 ",1.80693
417,1.050847811,0.951322029,10,23%,0.011141298," 591,888,000.00 ",1.97296
418,7.649375349,0.643117705,7.421249303,104%,0.371208393," 7,586,658,000.00 ",25.28886
419,8.680475723,0.617966631,10,137%,0.5221824," 5,471,809,000.00 ",18.23936333
420,10,0.697431943,51.10634328,290%,0.878054253," 216,483,000.00 ",0.72161
421,1.768030595,0.965911236,6.393670079,1728%,0.588909873," 1,424,047,000.00 ",4.746823333
422,1.484670492,0.691474438,4.694942343,139%,0.427844342," 10,377,767,000.00 ",34.59255667
423,1.142527798,0.859071491,10,215%,0.302917059," 1,637,510,000.00 ",5.458366667
424,1.091083572,0.788894539,15.76939049,235%,0.495080655," 432,095,000.00 ",1.440316667
425,2.025857006,0.479490477,13.55949132,83%,0.429790408," 4,186,981,000.00 ",13.95660333
426,8.622664322,0.273268238,53.2521185,44%,0.320197041," 6,865,749,000.00 ",22.88583
427,1.555463844,0.677704493,4.524282583,120%,0.385911082," 4,586,886,000.00 ",15.28962
428,1.375194076,0.653731903,13.59714264,192%,0.663721996," 879,623,000.00 ",2.932076667
429,0.914179854,0.710254277,7.583786097,110%,0.318493743," (206,448,000.00)",-0.68816
430,4.245319678,0.210020097,36.35512826,167%,1.3181368," 825,142,000.00 ",2.750473333
431,1.456782129,0.667590716,10,176%,0.584528881," 2,328,430,000.00 ",7.761433333
432,2.547429532,0.660223095,10,132%,0.448051517," 1,813,835,000.00 ",6.046116667
433,2.195199576,0.361430355,10,92%,0.586034415," 1,302,005,000.00 ",4.340016667
434,1.516055511,0.635544197,10,114%,0.416026315," 17,123,450,000.00 ",57.07816667
435,1.380933219,0.589853953,6.632924519,119%,0.488277196," 3,342,625,000.00 ",11.14208333
436,2.227362587,0.383811478,7.956537518,52%,0.322621647," 3,914,441,000.00 ",13.04813667
437,1.523617962,0.475534144,10,66%,0.344009174," 4,758,473,000.00 ",15.86157667
438,1.217744121,0.790156883,1.443648225,103%,0.215521104," 5,311,595,000.00 ",17.70531667
439,1.686124654,0.584177376,5.57168734,95%,0.394297381," 2,840,154,000.00 ",9.46718
440,9.283833062,0.091013338,6.330255345,21%,0.18910416," 4,288,938,000.00 ",14.29646
441,5.403887776,0.180222242,10,41%,0.3360209," 1,863,831,000.00 ",6.21277
442,10.58231186,0.864684241,14.26779318,75%,0.100971397," 2,797,853,000.00 ",9.326176667
443,4.930177844,0.181343826,10,30%,0.24824424," 3,334,300,000.00 ",11.11433333
444,1.4479481,0.703681309,10,156%,0.461579916," 4,382,399,000.00 ",14.60799667
445,2.022572324,0.430066687,2.068729672,29%,0.166125811," 17,871,972,000.00 ",59.57324
446,1.612916823,0.601025793,11.88831023,83%,0.330630235," 1,459,879,000.00 ",4.866263333
447,3.414991162,0.487509923,10,102%,0.523019087," 2,307,483,000.00 ",7.69161
448,1.318108396,0.613916958,1015.673401,33%,0.129274749," 911,225,000.00 ",3.037416667
449,4.21947043,0.810019133,10,208%,0.394550797," 7,022,193,000.00 ",23.40731
450,2.029947934,0.797484482,4.600031172,101%,0.204371153," 18,239,693,000.00 ",60.79897667
451,2.447815692,0.722426295,9.406681763,150%,0.415841447," 4,922,278,000.00 ",16.40759333
452,17.32414737,0.93467173,4.008205455,432%,0.282369749," 6,784,283,000.00 ",22.61427667
453,2.384525926,0.706474477,10,76%,0.224115275," 18,242,263,000.00 ",60.80754333
454,1.570504096,0.570159316,3.743522482,50%,0.214108093," 830,367,000.00 ",2.76789
455,2.193405518,0.502954893,10,205%,1.019008327," 599,808,000.00 ",1.99936
456,1.720264979,0.687516757,19.7932621,155%,0.485736627," 2,491,277,000.00 ",8.304256667
457,1.884109584,0.823220996,10,203%,0.35869329," 21,994,857,000.00 ",73.31619
458,3.165498857,0.369446951,30.26648509,97%,0.611152931," 3,017,915,000.00 ",10.05971667
459,1.165213228,0.757629738,38.61269291,138%,0.33495659," 482,456,000.00 ",1.608186667
460,0.001662559,0.255614351,0,0%,0," (477,984,000.00)",-1.59328
461,1.303599573,0.730416834,10,25%,0.068254706," 425,714,000.00 ",1.419046667
462,1.520676593,0.59254998,10,56%,0.229185239," 782,516,000.00 ",2.608386667
463,3.38216019,0.638722925,4.34292314,71%,0.257031448," 2,014,469,000.00 ",6.714896667
464,3.146607738,0.296786581,10,133%,0.937636329," 1,693,139,000.00 ",5.643796667
465,0.83651348,0.611535548,7.00336318,18%,0.068277524," (713,507,000.00)",-2.378356667
466,1.841546127,0.530649886,850.5832788,93%,0.438662539," 14,561,993,000.00 ",48.53997667
467,2.398343141,0.416954515,10,91%,0.531433207," 529,677,000.00 ",1.76559
468,1.643495067,0.603463293,10.72757282,22%,0.088640787," 2,279,737,000.00 ",7.599123333
469,1.858148114,0.87108894,3.487708293,193%,0.248369956," 5,339,770,000.00 ",17.79923333
470,1.993141338,0.488421022,5.453383708,175%,0.894961118," 2,719,653,000.00 ",9.06551
471,1.983196828,0.487408241,10,15%,0.074699177," 674,884,000.00 ",2.249613333
472,1.244137583,0.691121154,6.199454862,182%,0.562780016," 1,378,486,000.00 ",4.594953333
473,2.508404633,0.421881568,181.5097229,30%,0.170761419," 4,945,199,000.00 ",16.48399667
474,1.216180271,0.822098548,10,239%,0.425111131," 1,295,641,000.00 ",4.318803333
475,3.505225773,0.328127308,10,33%,0.224764996," 2,133,801,000.00 ",7.11267
476,1.685674357,0.652982281,3.486724136,75%,0.259860766," 7,283,148,000.00 ",24.27716
477,10,0.363230545,0,0%,0," 55,805,000.00 ",0.186016667
478,0.473787251,0.75720917,3.662855895,92%,0.223889182," (5,563,760,000.00)",-18.54586667
479,4.862127293,0.205223113,3.831808021,13%,0.099789604," 11,423,207,000.00 ",38.07735667
480,2.833450846,0.870008054,1.878798833,260%,0.337502241," 6,017,206,000.00 ",20.05735333
481,1.361248489,0.65719038,13.68688462,69%,0.235208549," 289,036,000.00 ",0.963453333
482,5.083603202,0.646140969,10,145%,0.511785909," 6,703,398,000.00 ",22.34466
483,1.823016501,0.664330473,7.559605693,123%,0.41169284," 2,123,548,000.00 ",7.078493333
484,1.394773692,0.693702637,4.446523345,114%,0.350448736," 4,614,818,000.00 ",15.38272667
485,1.051551755,0.935387399,9.351208628,230%,0.148500081," 40,826,000.00 ",0.136086667
486,1.171359703,0.643936718,10,227%,0.80926129," 1,818,323,000.00 ",6.061076667
487,1.199650686,0.867077671,6.208120433,246%,0.326442938," 1,035,537,000.00 ",3.45179
488,2.14713699,0.658857203,17.79354839,86%,0.292377823," 4,748,000.00 ",0.015826667
489,1.28696845,0.724292795,10,51%,0.140129962," 6,128,939,000.00 ",20.42979667
490,1.730689674,0.793500948,13.10660884,271%,0.560560768," 9,203,176,000.00 ",30.67725333
